
Dew line Curve
T(K)					P(Pa)					V.Liq(m³/mol)			V.Vap(m³/mol)			x[0]					x[1]					x[2]					y[0]					y[1]					y[2]					
2.1132701004874343e+02	1.0132499999999999e+05	9.0117455096498563e-05	1.7213859667601118e-02	1.3910806510515879e-02	1.3146406964298621e-02	9.7294278652518518e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.1265996066457959e+02	1.1198144327401495e+05	9.0160080388259584e-05	1.5663976274282117e-02	1.5013614711489048e-02	1.3786848592248895e-02	9.7119953669626202e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.1537297696977632e+02	1.3677444367763837e+05	9.0235895067643612e-05	1.2969411992329066e-02	1.7493449365492526e-02	1.5164049098077561e-02	9.6734250153643009e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.1814839037696908e+02	1.6705668275369017e+05	9.0296550317009645e-05	1.0736971754536537e-02	2.0391238924087701e-02	1.6680568297629039e-02	9.6292819277828290e-01	9.4084999999999996e-01	4.4680000000000004e-02	1.4470000000000000e-02
2.2098500251765350e+02	2.0404349308444551e+05	9.0338413852042386e-05	8.8871254179006681e-03	2.3779687823246558e-02	1.8350637569027075e-02	9.5786967460772665e-01	9.4084999999999996e-01	4.4680000000000004e-02	1.4470000000000000e-02
2.2388061521350082e+02	2.4921928523797711e+05	9.0357124188140974e-05	7.3540753502298285e-03	2.7744802940849515e-02	2.0189915814651332e-02	9.5206528124449885e-01	9.4084999999999996e-01	4.4680000000000004e-02	1.4470000000000000e-02
2.2683173776598849e+02	3.0439712237637112e+05	9.0347437801648159e-05	6.0833776448645481e-03	3.2388531361300543e-02	2.2215608116963079e-02	9.4539586052173596e-01	9.4085000000000008e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.2983321187400404e+02	3.7179148484651814e+05	9.0303040602950641e-05	5.0299763412241594e-03	3.7831990813600849e-02	2.4446580725355726e-02	9.3772142846104345e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.3287772818788156e+02	4.5410714505200193e+05	9.0216313967685148e-05	4.1565787462420215e-03	4.4219453372955492e-02	2.6903464130728093e-02	9.2887708249631606e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.3595519847521211e+02	5.5464771946675505e+05	9.0078042256149765e-05	3.4323124791084273e-03	5.1723299645127743e-02	2.9608731341478713e-02	9.1866796901339365e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.3905193239143466e+02	6.7744825436394231e+05	8.9877043933107417e-05	2.8316151935238354e-03	6.0550244820752039e-02	3.2586731446290609e-02	9.0686302373295702e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.4214954479231434e+02	8.2743716639091086e+05	8.9599701147062089e-05	2.3333164471151043e-03	7.0949268021582482e-02	3.5863647817096840e-02	8.9318708416132053e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.4522348279095451e+02	1.0106340372340932e+06	8.9229351237126605e-05	1.9198781953474000e-03	8.3221886333928130e-02	3.9467333683436343e-02	8.7731077998263518e-01	9.4085000000000008e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.4824100082499194e+02	1.2343912005682683e+06	8.8745484841582577e-05	1.5767661331012009e-03	9.7735771249431405e-02	4.3426951504416743e-02	8.5883727724615144e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.5115830603576222e+02	1.5076888170227252e+06	8.8122662466525912e-05	1.2919287755315209e-03	1.1494334432758892e-01	4.7772299609012650e-02	8.3728435606339868e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.5391640145739339e+02	1.8414952795587990e+06	8.7329000267898541e-05	1.0553648709984962e-03	1.3540820819491603e-01	5.2532636211413949e-02	8.1205915559367026e-01	9.4084999999999985e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.5643477171155308e+02	2.2492074135920485e+06	8.6323953366594837e-05	8.5876246002088033e-04	1.5984476417238946e-01	5.7734677465092074e-02	7.8242055836251823e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.5860123983076636e+02	2.7471881386356279e+06	8.5054857886585015e-05	6.9519434507464843e-04	1.8918191128467635e-01	6.3399181552483613e-02	7.4741890716283987e-01	9.4085000000000008e-01	4.4679999999999997e-02	1.4470000000000000e-02
2.6025439625771793e+02	3.3554231697144564e+06	8.3451046779254174e-05	5.5885382867358797e-04	2.2467534506686113e-01	6.9534941065817188e-02	7.0578971386732192e-01	9.4084999999999996e-01	4.4680000000000004e-02	1.4470000000000000e-02
2.6114979245087244e+02	4.0983231142837740e+06	8.1412570556542075e-05	4.4480742050451361e-04	2.6813116121743941e-01	7.6127471790209233e-02	6.5574136699235896e-01	9.4084999999999985e-01	4.4680000000000004e-02	1.4470000000000002e-02
2.6088410708430473e+02	5.0057031556177745e+06	7.8784634772319258e-05	3.4871157348200904e-04	3.2243220592460425e-01	8.3114760173842492e-02	5.9445303390155324e-01	9.4084999999999996e-01	4.4679999999999997e-02	1.4470000000000000e-02
