
Dew line Curve
T(K)					P(Pa)					V.Liq(m³/mol)			V.Vap(m³/mol)			x[0]					x[1]					x[2]					x[3]					x[4]					x[5]					x[6]					x[7]					x[8]					x[9]					x[10]					x[11]					y[0]					y[1]					y[2]					y[3]					y[4]					y[5]					y[6]					y[7]					y[8]					y[9]					y[10]					y[11]					
4.0044113348885065e+02	1.0132499999999999e+05	3.1364076766847486e-04	3.2712152249198115e-02	1.4328065724138529e-03	4.1920863477983998e-04	6.1345969103811541e-04	2.2585182072337507e-03	2.8327518404524174e-03	4.4695915752897882e-03	5.7844032450209727e-03	2.4087519112065602e-02	4.1654328808861125e-03	1.0338074780588935e-02	7.5868974476360873e-02	8.6772925898386932e-01	4.1350599999999998e-01	4.0300000000000002e-02	2.1529999999999999e-01	5.3900000000000003e-02	5.4300000000000001e-02	5.1499999999999990e-02	5.1900000000000002e-02	1.0390000000000001e-01	6.1499999999999992e-03	3.6600000000000001e-03	3.4760000000000008e-03	2.1080000000000001e-03
4.0240650059166029e+02	1.1198144327401495e+05	3.1324599502628904e-04	2.9732780019444727e-02	1.5767074051973300e-03	4.5683806612791623e-04	6.7527674734910517e-04	2.4319579951996044e-03	3.0438444992109234e-03	4.7848302924347989e-03	6.1730443952365960e-03	2.5535549536973540e-02	4.3800713747568741e-03	1.0735362025259976e-02	7.7394715944601969e-02	8.6281180171765115e-01	4.1350599999999998e-01	4.0300000000000002e-02	2.1529999999999999e-01	5.3900000000000003e-02	5.4300000000000001e-02	5.1499999999999997e-02	5.1900000000000002e-02	1.0390000000000001e-01	6.1500000000000001e-03	3.6600000000000001e-03	3.4760000000000004e-03	2.1080000000000001e-03
4.0639429356940553e+02	1.3677444367763837e+05	3.1234707715968878e-04	2.4562538252817359e-02	1.9099324649518642e-03	5.4265246971593024e-04	8.1852543690431683e-04	2.8200127570617655e-03	3.5145873765510898e-03	5.4835003730507679e-03	7.0302868666745708e-03	2.8695421109761352e-02	4.8419975190231931e-03	1.1571930244318854e-02	8.0490453114331575e-02	8.5228070026765446e-01	4.1350599999999998e-01	4.0300000000000002e-02	2.1529999999999999e-01	5.3900000000000003e-02	5.4300000000000001e-02	5.1500000000000004e-02	5.1900000000000002e-02	1.0390000000000001e-01	6.1500000000000001e-03	3.6599999999999996e-03	3.4760000000000004e-03	2.1080000000000001e-03
4.1045626564918098e+02	1.6705668275369017e+05	3.1128433053528170e-04	2.0289850787574438e-02	2.3146491155867930e-03	6.4478785629534287e-04	9.9268028194231836e-04	3.2702843415134682e-03	4.0584208778615101e-03	6.2839997881933294e-03	8.0062711439426483e-03	3.2241706829763635e-02	5.3507989547389384e-03	1.2466588584871940e-02	8.3634970040720735e-02	8.4073484218456962e-01	4.1350599999999998e-01	4.0300000000000002e-02	2.1529999999999996e-01	5.3900000000000003e-02	5.4300000000000001e-02	5.1499999999999997e-02	5.1899999999999995e-02	1.0390000000000001e-01	6.1500000000000001e-03	3.6600000000000001e-03	3.4760000000000004e-03	2.1080000000000001e-03
4.1458894612549648e+02	2.0404349308444551e+05	3.1003331898084519e-04	1.6758502409107423e-02	2.8065377684040197e-03	7.6640518592217322e-04	1.2045736897709626e-03	3.7927828075950904e-03	4.6867150231659207e-03	7.2010206036475380e-03	9.1172284197522536e-03	3.6219886743647567e-02	5.9106968936385304e-03	1.3421595923293707e-02	8.6812999684967390e-02	8.2805955725619496e-01	4.1350599999999998e-01	4.0300000000000002e-02	2.1529999999999999e-01	5.3900000000000003e-02	5.4300000000000001e-02	5.1499999999999997e-02	5.1900000000000002e-02	1.0390000000000001e-01	6.1500000000000001e-03	3.6600000000000001e-03	3.4759999999999999e-03	2.1080000000000001e-03
4.1878717250894226e+02	2.4921928523797711e+05	3.0856591893800643e-04	1.3839535060575833e-02	3.4048324048988618e-03	9.1129406122571438e-04	1.4626031993967194e-03	4.3991221872689504e-03	5.4125946634089733e-03	8.2512975226472132e-03	1.0381503349655524e-02	4.0680125738305581e-02	6.5261219632476173e-03	1.4438775428880758e-02	9.0005190540029659e-02	8.1412653894103415e-01	4.1350599999999998e-01	4.0300000000000002e-02	2.1529999999999999e-01	5.3900000000000003e-02	5.4299999999999994e-02	5.1499999999999997e-02	5.1900000000000002e-02	1.0390000000000001e-01	6.1500000000000001e-03	3.6600000000000001e-03	3.4760000000000004e-03	2.1080000000000001e-03
4.2304364028267395e+02	3.0439712237637112e+05	3.0684976209461906e-04	1.1426481435840090e-02	4.1331655905791492e-03	1.0840024719200592e-03	1.7771091527793892e-03	5.1027686679162871e-03	6.2511977632367117e-03	9.4538541819789851e-03	1.1819780053581232e-02	4.5677485863634841e-02	7.2016595689979226e-03	1.5519314624971225e-02	9.3187230615747491e-02	7.9879243144465695e-01	4.1350599999999998e-01	4.0300000000000002e-02	2.1529999999999999e-01	5.3900000000000003e-02	5.4300000000000001e-02	5.1499999999999990e-02	5.1900000000000002e-02	1.0390000000000002e-01	6.1500000000000001e-03	3.6600000000000001e-03	3.4760000000000008e-03	2.1080000000000001e-03
4.2734833951376169e+02	3.7179148484651814e+05	3.0484760349466534e-04	9.4314335539049995e-03	5.0206289039320682e-03	1.2899946266232113e-03	2.1608506548370407e-03	5.9193212836876575e-03	7.2199638613097512e-03	1.0830260111303830e-02	1.3455307990234424e-02	5.1272018233950382e-02	7.9419632265882063e-03	1.6663502375746226e-02	9.6328786241977687e-02	7.8189740248980977e-01	4.1350599999999998e-01	4.0300000000000002e-02	2.1529999999999999e-01	5.3900000000000003e-02	5.4300000000000001e-02	5.1500000000000004e-02	5.1900000000000002e-02	1.0390000000000001e-01	6.1500000000000001e-03	3.6600000000000001e-03	3.4760000000000004e-03	2.1080000000000001e-03
4.3168784824495117e+02	4.5410714505200193e+05	3.0251661224655750e-04	7.7817997961166421e-03	6.1031094759368548e-03	1.5358433079331404e-03	2.6296083770965201e-03	6.8668258544524914e-03	8.3389515755041190e-03	1.2404887654277814e-02	1.5314112907430009e-02	5.7528658540011685e-02	8.7516229083960655e-03	1.7870383475704767e-02	9.9392217646793152e-02	7.6326377827646341e-01	4.1350599999999998e-01	4.0300000000000002e-02	2.1529999999999999e-01	5.3900000000000003e-02	5.4300000000000008e-02	5.1499999999999997e-02	5.1900000000000002e-02	1.0390000000000001e-01	6.1499999999999992e-03	3.6600000000000001e-03	3.4760000000000004e-03	2.1080000000000001e-03
4.3604444340397441e+02	5.5464771946675505e+05	2.9980758658179152e-04	6.4176296315515188e-03	7.4249831482965638e-03	1.8294647777575880e-03	3.2029525095284140e-03	7.9661205526638107e-03	9.6311806642264911e-03	1.4205150588925993e-02	1.7425168959889069e-02	6.4516814200004644e-02	9.6349703685542996e-03	1.9137305435026352e-02	1.0233102689711558e-01	7.4269486189801104e-01	4.1350599999999998e-01	4.0300000000000002e-02	2.1529999999999999e-01	5.3900000000000003e-02	5.4300000000000001e-02	5.1499999999999997e-02	5.1900000000000002e-02	1.0390000000000001e-01	6.1499999999999992e-03	3.6599999999999996e-03	3.4760000000000004e-03	2.1080000000000001e-03
