
Dew line Curve
T(K)					P(Pa)					V.Liq(m³/mol)			V.Vap(m³/mol)			x[0]					x[1]					x[2]					x[3]					x[4]					x[5]					x[6]					x[7]					x[8]					x[9]					x[10]					x[11]					x[12]					x[13]					x[14]					x[15]					x[16]					x[17]					x[18]					x[19]					x[20]					x[21]					x[22]					x[23]					y[0]					y[1]					y[2]					y[3]					y[4]					y[5]					y[6]					y[7]					y[8]					y[9]					y[10]					y[11]					y[12]					y[13]					y[14]					y[15]					y[16]					y[17]					y[18]					y[19]					y[20]					y[21]					y[22]					y[23]					
4.3044200535814281e+02	1.0132499999999999e+05	3.7024008620235150e-04	3.5247070220152527e-02	2.6120172095492045e-06	1.8084500475272169e-04	3.0093062159123728e-03	7.3158176446791727e-04	1.0633413717462488e-04	1.9277061867298734e-04	4.6954809539423079e-04	3.0035156183947384e-04	4.3982349489295707e-04	1.1092280280931728e-03	2.4691857004215316e-03	5.1610680322801824e-03	6.7629472074313898e-03	9.3886346661105503e-03	1.1200161391849577e-02	1.7666492147224121e-02	2.6513254983604063e-02	3.3936277437541289e-02	3.6737373221974914e-02	4.6235675649085969e-02	6.4972264423097115e-02	6.6604425188174887e-02	7.3940038113925452e-02	5.9186980089886876e-01	1.2000000000000001e-03	2.4900000000000002e-02	7.6430000000000009e-01	7.4600000000000014e-02	3.1199999999999999e-02	5.9000000000000007e-03	1.2100000000000001e-02	5.0000000000000010e-03	5.9000000000000007e-03	7.9000000000000025e-03	9.5000000000000015e-03	1.0800000000000002e-02	7.8000000000000005e-03	5.9200000000000008e-03	4.6700000000000005e-03	3.4500000000000004e-03	3.7500000000000003e-03	3.0400000000000006e-03	2.3700000000000006e-03	2.0800000000000003e-03	2.2000000000000006e-03	1.6900000000000005e-03	1.4000000000000002e-03	8.3300000000000023e-03
4.3287074581583016e+02	1.1198144327401495e+05	3.7036832963727715e-04	3.2067334523711410e-02	2.8935009006775965e-06	1.9761018901519019e-04	3.3164365465227072e-03	7.9848580065948395e-04	1.1721139723687518e-04	2.0782650559176104e-04	5.0520593636456401e-04	3.2191879428799364e-04	4.6992913889340107e-04	1.1771090992842620e-03	2.6027516377152989e-03	5.4037408696144210e-03	7.0350369056630738e-03	9.6998612148138756e-03	1.1519183599597022e-02	1.8017264527235625e-02	2.6945980164856120e-02	3.4336433005693480e-02	3.7044309699845360e-02	4.6450366434306813e-02	6.5104911345400196e-02	6.6566735053151568e-02	7.3705429404666026e-02	5.8845336922868430e-01	1.2000000000000001e-03	2.4900000000000002e-02	7.6430000000000009e-01	7.4600000000000014e-02	3.1200000000000002e-02	5.9000000000000007e-03	1.2100000000000003e-02	5.0000000000000010e-03	5.9000000000000007e-03	7.9000000000000025e-03	9.5000000000000015e-03	1.0800000000000002e-02	7.8000000000000005e-03	5.9200000000000008e-03	4.6700000000000005e-03	3.4500000000000004e-03	3.7500000000000003e-03	3.0400000000000006e-03	2.3700000000000006e-03	2.0800000000000003e-03	2.2000000000000006e-03	1.6900000000000003e-03	1.4000000000000002e-03	8.3300000000000023e-03
4.3781912423535590e+02	1.3677444367763837e+05	3.7060362564396725e-04	2.6544477899892054e-02	3.5524329108080790e-06	2.3604134787564098e-04	4.0295167296529408e-03	9.5150607399215872e-04	1.4248072685666592e-04	2.4160421183090332e-04	5.8495758385781885e-04	3.6985528819751689e-04	5.3653118760528095e-04	1.3256833295880431e-03	2.8920137305702594e-03	5.9237089791485866e-03	7.6119432106069550e-03	1.0352418402907421e-02	1.2182942877004620e-02	1.8735983969663139e-02	2.7826251385060188e-02	3.5140925606533181e-02	3.7653948328726941e-02	4.6866162090417357e-02	6.5345411135212528e-02	6.6462745730508102e-02	7.3203852183934770e-02	5.8137996345733833e-01	1.2000000000000001e-03	2.4900000000000002e-02	7.6430000000000009e-01	7.4600000000000014e-02	3.1200000000000006e-02	5.9000000000000007e-03	1.2100000000000001e-02	5.0000000000000010e-03	5.9000000000000007e-03	7.9000000000000025e-03	9.5000000000000015e-03	1.0800000000000002e-02	7.8000000000000005e-03	5.9200000000000008e-03	4.6700000000000005e-03	3.4500000000000004e-03	3.7500000000000003e-03	3.0400000000000002e-03	2.3700000000000006e-03	2.0800000000000003e-03	2.2000000000000006e-03	1.6900000000000003e-03	1.4000000000000002e-03	8.3300000000000023e-03
4.4288947181719789e+02	1.6705668275369017e+05	3.7080223840336264e-04	2.1974715055377857e-02	4.3643239875022513e-06	2.8210397135098345e-04	4.8985981367539056e-03	1.1343429426895737e-03	1.7330438205362221e-04	2.8094535886665710e-04	6.7746749321250747e-04	4.2499882830008997e-04	6.1267586251426219e-04	1.4931473246994438e-03	3.2134886426215203e-03	6.4934052481470834e-03	8.2352006899476110e-03	1.1046922030474887e-02	1.2882051038859062e-02	1.9477360874342736e-02	2.8725315351724536e-02	3.5949063592893384e-02	3.8255678891672813e-02	4.7261031136279816e-02	6.5548992099264486e-02	6.6316858414079582e-02	7.2655260976600522e-02	5.7395742238866343e-01	1.2000000000000001e-03	2.4900000000000002e-02	7.6430000000000020e-01	7.4600000000000014e-02	3.1200000000000002e-02	5.9000000000000007e-03	1.2100000000000001e-02	5.0000000000000010e-03	5.8999999999999999e-03	7.9000000000000025e-03	9.5000000000000015e-03	1.0800000000000002e-02	7.8000000000000005e-03	5.9200000000000008e-03	4.6700000000000005e-03	3.4500000000000004e-03	3.7500000000000003e-03	3.0400000000000002e-03	2.3700000000000006e-03	2.0800000000000003e-03	2.2000000000000006e-03	1.6900000000000001e-03	1.4000000000000002e-03	8.3300000000000023e-03
4.4808184050329226e+02	2.0404349308444551e+05	3.7095176437293220e-04	1.8192965622545215e-02	5.3655260555831067e-06	3.3735462993940782e-04	5.9585436685811125e-03	1.3529264062995328e-03	2.1093243769949071e-04	3.2677973662621914e-04	7.8480673567606031e-04	4.8844198638007706e-04	6.9974335569934754e-04	1.6819045817436265e-03	3.5707150162100181e-03	7.1173990647985467e-03	8.9081975544253230e-03	1.1785522323613296e-02	1.3617672854033079e-02	2.0240840598512742e-02	2.9641622746083125e-02	3.6758049677395661e-02	3.8846311846085300e-02	4.7631073922384991e-02	6.5710343056497714e-02	6.6123936972633676e-02	7.2054382017839591e-02	5.6614713328478627e-01	1.2000000000000001e-03	2.4900000000000002e-02	7.6430000000000009e-01	7.4600000000000014e-02	3.1200000000000002e-02	5.9000000000000007e-03	1.2100000000000001e-02	5.0000000000000010e-03	5.9000000000000007e-03	7.9000000000000025e-03	9.5000000000000015e-03	1.0800000000000002e-02	7.8000000000000005e-03	5.9200000000000008e-03	4.6700000000000005e-03	3.4500000000000004e-03	3.7500000000000003e-03	3.0400000000000002e-03	2.3700000000000006e-03	2.0800000000000003e-03	2.2000000000000006e-03	1.6900000000000003e-03	1.4000000000000002e-03	8.3300000000000023e-03
4.5339501187667787e+02	2.4921928523797711e+05	3.7103659832499821e-04	1.5062836408586371e-02	6.6012638765674304e-06	4.0367735479959630e-04	7.2521911845148503e-03	1.6143906237687867e-03	2.5690374337505704e-04	3.8019349169075953e-04	9.0938441909846964e-04	5.6144149937183889e-04	7.9931135734393366e-04	1.8946522448172790e-03	3.9675833053302838e-03	7.8005898680240148e-03	9.6344409123093437e-03	1.2570296331573602e-02	1.4390785773679927e-02	2.1025485814437493e-02	3.0573075681659147e-02	3.7564420079532743e-02	3.9422007191575147e-02	4.7971677778662292e-02	6.5823237923582273e-02	6.5877999035024656e-02	7.1395102852521999e-02	5.5790455026942998e-01	1.2000000000000001e-03	2.4900000000000002e-02	7.6430000000000009e-01	7.4600000000000014e-02	3.1200000000000002e-02	5.9000000000000007e-03	1.2100000000000001e-02	5.0000000000000010e-03	5.9000000000000007e-03	7.9000000000000025e-03	9.5000000000000015e-03	1.0800000000000002e-02	7.8000000000000014e-03	5.9200000000000008e-03	4.6700000000000005e-03	3.4500000000000004e-03	3.7500000000000003e-03	3.0400000000000006e-03	2.3700000000000006e-03	2.0800000000000003e-03	2.2000000000000006e-03	1.6900000000000001e-03	1.4000000000000002e-03	8.3300000000000023e-03
4.5882612916047196e+02	3.0439712237637112e+05	3.7103713567263161e-04	1.2471622550529861e-02	8.1278551019215238e-06	4.8335434695708803e-04	8.8322111011812782e-03	1.9273204372844154e-03	3.1311409234016088e-04	4.4245443548038933e-04	1.0540004693299614e-03	6.4544077993928639e-04	9.1318033305979142e-04	2.1344084662530834e-03	4.4083509961174126e-03	8.5481895419019741e-03	1.0417505947421994e-02	1.3403169693782755e-02	1.5202090171289401e-02	2.1829863236258074e-02	3.1516880701715697e-02	3.8363886000074024e-02	3.9978128967888014e-02	4.8277366497601670e-02	6.5880352581066226e-02	6.5572056022504696e-02	7.0670323840622232e-02	5.4917822348482848e-01	1.2000000000000001e-03	2.4900000000000002e-02	7.6430000000000009e-01	7.4600000000000014e-02	3.1200000000000006e-02	5.9000000000000007e-03	1.2100000000000001e-02	5.0000000000000010e-03	5.9000000000000007e-03	7.9000000000000025e-03	9.5000000000000015e-03	1.0800000000000002e-02	7.7999999999999996e-03	5.9200000000000008e-03	4.6700000000000005e-03	3.4500000000000004e-03	3.7499999999999999e-03	3.0400000000000006e-03	2.3700000000000006e-03	2.0800000000000003e-03	2.2000000000000006e-03	1.6900000000000003e-03	1.4000000000000002e-03	8.3300000000000023e-03
4.6437023894403131e+02	3.7179148484651814e+05	3.7092877958154149e-04	1.0326181748697039e-02	1.0015491020504511e-05	5.7915186661666165e-04	1.0763393368596630e-02	2.3020461252533540e-03	3.8190045901660648e-04	5.1504055908788030e-04	1.2219045777758768e-03	7.4209406795321966e-04	1.0434000783254697e-03	2.4045374797933825e-03	4.8976478968335473e-03	9.3656822121094448e-03	1.1260958072924354e-02	1.4285808076295566e-02	1.6051889192155628e-02	2.2651898141328942e-02	3.2469362023098261e-02	3.9151136061509800e-02	4.0509066015554977e-02	4.8541617319973855e-02	6.5873045129360375e-02	6.5197924063231369e-02	6.9871785711749373e-02	5.3990869601043490e-01	1.2000000000000001e-03	2.4900000000000005e-02	7.6430000000000009e-01	7.4600000000000014e-02	3.1200000000000002e-02	5.9000000000000007e-03	1.2100000000000001e-02	5.0000000000000010e-03	5.8999999999999999e-03	7.9000000000000025e-03	9.5000000000000015e-03	1.0800000000000002e-02	7.8000000000000014e-03	5.9200000000000008e-03	4.6700000000000005e-03	3.4499999999999999e-03	3.7500000000000003e-03	3.0400000000000006e-03	2.3700000000000006e-03	2.0800000000000003e-03	2.2000000000000006e-03	1.6900000000000003e-03	1.4000000000000002e-03	8.3300000000000023e-03
4.7001972073115553e+02	4.5410714505200193e+05	3.7068070873050649e-04	8.5495287837534031e-03	1.2351713833846409e-05	6.9442417777677086e-04	1.3125453979287723e-02	2.7509935679657779e-03	4.6614480582106779e-04	5.9967156821683434e-04	1.4168606646520262e-03	8.5329142947359823e-04	1.1922963704250069e-03	2.7087691978521992e-03	5.4404651830673948e-03	1.0258750813106910e-02	1.2168237445603214e-02	1.5219467839282488e-02	1.6939928574785438e-02	2.3488687861976418e-02	3.3425724701202655e-02	3.9919590746992563e-02	4.1008011953084927e-02	4.8756639481703057e-02	6.5791093885929158e-02	6.4746002358678736e-02	6.8989871558060287e-02	5.3002727012122186e-01	1.2000000000000001e-03	2.4900000000000002e-02	7.6430000000000009e-01	7.4600000000000014e-02	3.1200000000000002e-02	5.9000000000000016e-03	1.2100000000000000e-02	5.0000000000000010e-03	5.9000000000000007e-03	7.9000000000000025e-03	9.5000000000000015e-03	1.0800000000000002e-02	7.8000000000000005e-03	5.9200000000000008e-03	4.6700000000000005e-03	3.4500000000000004e-03	3.7500000000000007e-03	3.0400000000000006e-03	2.3700000000000006e-03	2.0800000000000003e-03	2.2000000000000006e-03	1.6900000000000003e-03	1.4000000000000002e-03	8.3300000000000023e-03
4.7576357677546468e+02	5.5464771946675505e+05	3.7025435475195165e-04	7.0780243093331568e-03	1.5245752656846940e-05	8.3323863519212484e-04	1.6016462219917298e-02	3.2890963981062125e-03	5.6940146059763640e-04	6.9834279745349399e-04	1.6432151519493196e-03	9.8118314354274480e-04	1.3624956694934503e-03	3.0512084012661381e-03	6.0421189956222790e-03	1.1233155549342322e-02	1.3142491461939240e-02	1.6204792205073468e-02	1.7865184033349316e-02	2.4336263376304436e-02	3.4379755230421985e-02	4.0661098483432287e-02	4.1466696564235205e-02	4.8913108167241807e-02	6.5622387862402098e-02	6.4205016510762325e-02	6.8013383140146169e-02	5.1945465878955177e-01	1.2000000000000001e-03	2.4900000000000002e-02	7.6430000000000020e-01	7.4600000000000014e-02	3.1200000000000002e-02	5.9000000000000007e-03	1.2100000000000001e-02	5.0000000000000010e-03	5.9000000000000007e-03	7.9000000000000025e-03	9.5000000000000015e-03	1.0800000000000002e-02	7.8000000000000005e-03	5.9200000000000008e-03	4.6700000000000005e-03	3.4500000000000004e-03	3.7499999999999999e-03	3.0400000000000006e-03	2.3700000000000006e-03	2.0800000000000003e-03	2.2000000000000006e-03	1.6900000000000005e-03	1.4000000000000002e-03	8.3300000000000023e-03
