
Dew line Curve
T(K)					P(Pa)					V.Liq(m³/mol)			V.Vap(m³/mol)			x[0]					x[1]					x[2]					x[3]					x[4]					x[5]					x[6]					x[7]					x[8]					x[9]					x[10]					x[11]					x[12]					x[13]					x[14]					x[15]					x[16]					x[17]					x[18]					x[19]					x[20]					x[21]					x[22]					x[23]					x[24]					x[25]					x[26]					x[27]					x[28]					x[29]					x[30]					x[31]					x[32]					x[33]					x[34]					x[35]					x[36]					x[37]					x[38]					x[39]					x[40]					x[41]					y[0]					y[1]					y[2]					y[3]					y[4]					y[5]					y[6]					y[7]					y[8]					y[9]					y[10]					y[11]					y[12]					y[13]					y[14]					y[15]					y[16]					y[17]					y[18]					y[19]					y[20]					y[21]					y[22]					y[23]					y[24]					y[25]					y[26]					y[27]					y[28]					y[29]					y[30]					y[31]					y[32]					y[33]					y[34]					y[35]					y[36]					y[37]					y[38]					y[39]					y[40]					y[41]					
6.0617421494845848e+02	1.0132499999999999e+05	6.2074016685511268e-04	4.9398267515064181e-02	3.6615166014284718e-04	1.4300126546051663e-03	3.6877755698151992e-04	1.2935820103317927e-04	8.6965384916930282e-07	2.8460313581026297e-07	9.8788266825969492e-07	9.3210736915953006e-07	2.3804402700040788e-05	1.7385356799814829e-05	1.0509270773138613e-06	2.0112700240679612e-05	7.5132042801073895e-05	6.6225412667696151e-06	2.1755021092919048e-05	2.3418198977154528e-05	1.4041387162589672e-05	1.1023624816650584e-04	3.2143491942564494e-04	5.5693924721039094e-04	8.8306374447522443e-04	1.0014922860935456e-03	1.4013614094667906e-03	1.7819693433747449e-03	2.0575243510933781e-03	2.4313009571839362e-03	2.3564556353219660e-03	2.6581992794599352e-03	3.1490438591906035e-03	3.3010888184593461e-03	3.3498256051803293e-03	6.3211660330807990e-03	7.7207429614280874e-03	9.4866352114728412e-03	1.2614736195311621e-02	1.6790275115907052e-02	2.0243578432728365e-02	2.7302212019936233e-02	3.6383906194826274e-02	4.9835662911760684e-02	7.6458529047459756e-01	2.0855161846944727e-02	8.1793473890738350e-02	4.1209533458773590e-01	6.5236969492288646e-02	4.3051736060854599e-02	8.0410414756919331e-05	2.4123124427075796e-05	6.4328331805535479e-05	5.6287290329843532e-05	1.0372943503642593e-03	6.7544748395812241e-04	4.0205207378459666e-05	7.0761164986089017e-04	2.0504655763014432e-03	1.7690291246522254e-04	4.3421623968736443e-04	4.5833936411444020e-04	2.5731332722214191e-04	3.5139351248773746e-03	7.5585789871504177e-03	9.6974960196844710e-03	1.1458484102861006e-02	1.0565928499059201e-02	1.0187999549701680e-02	1.0935816406941029e-02	9.8663578906740042e-03	9.8181116418198516e-03	7.8641385632267115e-03	7.5585789871504177e-03	7.6068252360045685e-03	6.7544748395812239e-03	5.7895498624981915e-03	5.4116209131406714e-03	4.9854457149289986e-03	4.5110242678631750e-03	4.3984496872034873e-03	4.1974236503111891e-03	3.7873305350509001e-03	3.7149611617696733e-03	3.5943455396342939e-03	3.5702224152072185e-03	3.8532670751515744e-02	1.9587977034785550e-01
6.0943457566665563e+02	1.1198144327401495e+05	6.2129166430492698e-04	4.4912319878546131e-02	4.0502190967789387e-04	1.5893109125120668e-03	4.0735679098781913e-04	1.4389818753251412e-04	9.5321450755842938e-07	3.1156385394737482e-07	1.0785185821146673e-06	1.0160596677332783e-06	2.5841471288332442e-05	1.8876949217520364e-05	1.1402087285267543e-06	2.1806429908963681e-05	8.1224418548046706e-05	7.1529080639386428e-06	2.3411533588438188e-05	2.5188252402909893e-05	1.5093784585920349e-05	1.1918966771672038e-04	3.4616373630933140e-04	5.9747481154659432e-04	9.4359717412227206e-04	1.0672991194702469e-03	1.4861826929348375e-03	1.8857519439907204e-03	2.1713439004309291e-03	2.5604958564485660e-03	2.4760696779222275e-03	2.7884857346005426e-03	3.2978673454395003e-03	3.4513040263390920e-03	3.4963890357339760e-03	6.5424526791834818e-03	7.9178439863887909e-03	9.6902434504748825e-03	1.2837909187898826e-02	1.7015092948125799e-02	2.0443797151956586e-02	2.7469664192093329e-02	3.6469654081857907e-02	4.9763318692227818e-02	7.6034871518884273e-01	2.2045010604290597e-02	8.1793473890738350e-02	4.1209533458773590e-01	6.5236969492288646e-02	4.3051736060854606e-02	8.0410414756919331e-05	2.4123124427075799e-05	6.4328331805535479e-05	5.6287290329843532e-05	1.0372943503642593e-03	6.7544748395812241e-04	4.0205207378459659e-05	7.0761164986089017e-04	2.0504655763014432e-03	1.7690291246522254e-04	4.3421623968736438e-04	4.5833936411444020e-04	2.5731332722214191e-04	3.5139351248773746e-03	7.5585789871504177e-03	9.6974960196844710e-03	1.1458484102861006e-02	1.0565928499059201e-02	1.0187999549701680e-02	1.0935816406941029e-02	9.8663578906740025e-03	9.8181116418198516e-03	7.8641385632267115e-03	7.5585789871504177e-03	7.6068252360045685e-03	6.7544748395812239e-03	5.7895498624981915e-03	5.4116209131406714e-03	4.9854457149289995e-03	4.5110242678631750e-03	4.3984496872034873e-03	4.1974236503111891e-03	3.7873305350509005e-03	3.7149611617696733e-03	3.5943455396342939e-03	3.5702224152072189e-03	3.8532670751515744e-02	1.9587977034785550e-01
6.1607662892025712e+02	1.3677444367763837e+05	6.2237743572650459e-04	3.7124647641053860e-02	4.9601554752621364e-04	1.9648274314023936e-03	4.9742843034530015e-04	1.7823131891567712e-04	1.1459087933151745e-06	3.7361790335561143e-07	1.2861889626010385e-06	1.2079865438389642e-06	3.0468105982302941e-05	2.2263724700824683e-05	1.3427223935183949e-06	2.5643516083148515e-05	9.4961275489865405e-05	8.3472847149612934e-06	2.7120121121801233e-05	2.9148165583052213e-05	1.7445709076265545e-05	1.3939575876521356e-04	4.0162173670175506e-04	6.8782345939874144e-04	1.0776765011758229e-03	1.2124360727185568e-03	1.6717939553544917e-03	2.1120558115281249e-03	2.4183583157719856e-03	2.8398995149098672e-03	2.7337526980140922e-03	3.0683108007743950e-03	3.6165167103479326e-03	3.7719157722816486e-03	3.8081947501860678e-03	7.0058910215334202e-03	8.3255285018751114e-03	1.0107978850916058e-02	1.3291703277833080e-02	1.7466798977906331e-02	2.0840473991097064e-02	2.7792606901806554e-02	3.6619183870194583e-02	4.9584713768369697e-02	7.5136443516787499e-01	2.4643676757126701e-02	8.1793473890738350e-02	4.1209533458773595e-01	6.5236969492288646e-02	4.3051736060854606e-02	8.0410414756919331e-05	2.4123124427075799e-05	6.4328331805535479e-05	5.6287290329843525e-05	1.0372943503642593e-03	6.7544748395812241e-04	4.0205207378459666e-05	7.0761164986089017e-04	2.0504655763014432e-03	1.7690291246522254e-04	4.3421623968736443e-04	4.5833936411444020e-04	2.5731332722214191e-04	3.5139351248773746e-03	7.5585789871504177e-03	9.6974960196844710e-03	1.1458484102861006e-02	1.0565928499059201e-02	1.0187999549701680e-02	1.0935816406941029e-02	9.8663578906740025e-03	9.8181116418198516e-03	7.8641385632267115e-03	7.5585789871504177e-03	7.6068252360045685e-03	6.7544748395812239e-03	5.7895498624981915e-03	5.4116209131406714e-03	4.9854457149289986e-03	4.5110242678631750e-03	4.3984496872034873e-03	4.1974236503111891e-03	3.7873305350509005e-03	3.7149611617696733e-03	3.5943455396342948e-03	3.5702224152072189e-03	3.8532670751515744e-02	1.9587977034785550e-01
6.2288009009159543e+02	1.6705668275369017e+05	6.2342764390174537e-04	3.0685469688206551e-02	6.0821521982011833e-04	2.4320838476634805e-03	6.0808330973675007e-04	2.2105056476047252e-04	1.3787765584392693e-06	4.4842051183130507e-07	1.5350097321967724e-06	1.4372732352414484e-06	3.5947385013407772e-05	2.6272556339893847e-05	1.5821220381136737e-06	3.0171866355682354e-05	1.1107028417360180e-04	9.7457147399406529e-06	3.1428386113989866e-05	3.3744068173073050e-05	2.0171495258200794e-05	1.6312354243611934e-04	4.6620184945390551e-04	7.9217171473044837e-04	1.2312439539161303e-03	1.3777187245313600e-03	1.8809597526961075e-03	2.3658749198306249e-03	2.6936314890884864e-03	3.1498011271078796e-03	3.0180685912502233e-03	3.3757826982333964e-03	3.9651675699685154e-03	4.1211923857107360e-03	4.1463671640756521e-03	7.4977607034650336e-03	8.7513536657579816e-03	1.0539420301800460e-02	1.3754504898519031e-02	1.7919635509193010e-02	2.1229933519464859e-02	2.8096511931644596e-02	3.6735432975421929e-02	4.9355869043862625e-02	7.4163115856135542e-01	2.7566747106261068e-02	8.1793473890738350e-02	4.1209533458773595e-01	6.5236969492288646e-02	4.3051736060854606e-02	8.0410414756919331e-05	2.4123124427075799e-05	6.4328331805535479e-05	5.6287290329843532e-05	1.0372943503642593e-03	6.7544748395812241e-04	4.0205207378459666e-05	7.0761164986089017e-04	2.0504655763014432e-03	1.7690291246522254e-04	4.3421623968736443e-04	4.5833936411444020e-04	2.5731332722214191e-04	3.5139351248773746e-03	7.5585789871504177e-03	9.6974960196844710e-03	1.1458484102861006e-02	1.0565928499059201e-02	1.0187999549701680e-02	1.0935816406941027e-02	9.8663578906740025e-03	9.8181116418198516e-03	7.8641385632267115e-03	7.5585789871504177e-03	7.6068252360045685e-03	6.7544748395812230e-03	5.7895498624981915e-03	5.4116209131406714e-03	4.9854457149289986e-03	4.5110242678631750e-03	4.3984496872034873e-03	4.1974236503111891e-03	3.7873305350509001e-03	3.7149611617696733e-03	3.5943455396342944e-03	3.5702224152072189e-03	3.8532670751515744e-02	1.9587977034785550e-01
6.2984281492281707e+02	2.0404349308444551e+05	6.2442327104280846e-04	2.5360613329318802e-02	7.4681169004313114e-04	3.0145075722187186e-03	7.4423722968079524e-04	2.7455323214868198e-04	1.6605467360103644e-06	5.3870230911430936e-07	1.8334545230366750e-06	1.7114910157792423e-06	4.2442592485746891e-05	3.1021280959771229e-05	1.8653590924786122e-06	3.5519959781259124e-05	1.2997206459046257e-04	1.1384128957616465e-05	3.6435845204217866e-05	3.9080907792692781e-05	2.3332076158112981e-05	1.9100939019769548e-04	5.4145539143306872e-04	9.1275280296124032e-04	1.4072021898019857e-03	1.5659975161118982e-03	2.1166882980468912e-03	2.6505504952543729e-03	3.0003279941232218e-03	3.4934073983305283e-03	3.3316083048464569e-03	3.7134001608242614e-03	4.3463093922872205e-03	4.5012830058470078e-03	4.5126527287591214e-03	8.0185194446524104e-03	9.1953344924721424e-03	1.0983936790465118e-02	1.4224859681167648e-02	1.8371206001775959e-02	2.1609030236709348e-02	2.8377056779013119e-02	3.6812890402399878e-02	4.9069929161934894e-02	7.3105754774823539e-01	3.0858136058651540e-02	8.1793473890738350e-02	4.1209533458773590e-01	6.5236969492288646e-02	4.3051736060854606e-02	8.0410414756919331e-05	2.4123124427075803e-05	6.4328331805535479e-05	5.6287290329843532e-05	1.0372943503642593e-03	6.7544748395812241e-04	4.0205207378459666e-05	7.0761164986089017e-04	2.0504655763014432e-03	1.7690291246522254e-04	4.3421623968736443e-04	4.5833936411444014e-04	2.5731332722214191e-04	3.5139351248773746e-03	7.5585789871504177e-03	9.6974960196844710e-03	1.1458484102861006e-02	1.0565928499059201e-02	1.0187999549701680e-02	1.0935816406941029e-02	9.8663578906740025e-03	9.8181116418198516e-03	7.8641385632267115e-03	7.5585789871504177e-03	7.6068252360045694e-03	6.7544748395812239e-03	5.7895498624981915e-03	5.4116209131406705e-03	4.9854457149289986e-03	4.5110242678631750e-03	4.3984496872034873e-03	4.1974236503111891e-03	3.7873305350509001e-03	3.7149611617696733e-03	3.5943455396342944e-03	3.5702224152072189e-03	3.8532670751515744e-02	1.9587977034785550e-01
6.3696019851542519e+02	2.4921928523797711e+05	6.2533966451512070e-04	2.0956706774029100e-02	9.1834727088490643e-04	3.7418499145757413e-03	9.1204645341588992e-04	3.4153956434773214e-04	2.0019425139571051e-06	6.4780914453618921e-07	2.1918227229405119e-06	2.0398200149619142e-06	5.0149653052223461e-05	3.6650783373359768e-05	2.2007449959723962e-06	4.1840932697771351e-05	1.5216348576437824e-04	1.3304967557940130e-05	4.2258827550116393e-05	4.5281286350576757e-05	2.6998468492205630e-05	2.2380900518614809e-04	6.2920528815316136e-04	1.0521623153167358e-03	1.6088868698534539e-03	1.7805200001398461e-03	2.3823487261420235e-03	2.9697935049778517e-03	3.3419098340163080e-03	3.8741856468917854e-03	3.6771313232190272e-03	4.0837819955846953e-03	4.7624993291330211e-03	4.9143379736807857e-03	4.9087364133163841e-03	8.5681943419597863e-03	9.6572053033563213e-03	1.1440531244720739e-02	1.4700816752452429e-02	1.8818495372571662e-02	2.1973924713607654e-02	2.8629079071108243e-02	3.6845076232913873e-02	4.8718929863267542e-02	7.1953870651663965e-01	3.4568218614335698e-02	8.1793473890738350e-02	4.1209533458773590e-01	6.5236969492288646e-02	4.3051736060854606e-02	8.0410414756919331e-05	2.4123124427075799e-05	6.4328331805535479e-05	5.6287290329843532e-05	1.0372943503642593e-03	6.7544748395812241e-04	4.0205207378459659e-05	7.0761164986089017e-04	2.0504655763014432e-03	1.7690291246522254e-04	4.3421623968736443e-04	4.5833936411444020e-04	2.5731332722214191e-04	3.5139351248773746e-03	7.5585789871504185e-03	9.6974960196844710e-03	1.1458484102861006e-02	1.0565928499059201e-02	1.0187999549701681e-02	1.0935816406941029e-02	9.8663578906740025e-03	9.8181116418198516e-03	7.8641385632267115e-03	7.5585789871504177e-03	7.6068252360045677e-03	6.7544748395812239e-03	5.7895498624981915e-03	5.4116209131406714e-03	4.9854457149289986e-03	4.5110242678631750e-03	4.3984496872034873e-03	4.1974236503111891e-03	3.7873305350509005e-03	3.7149611617696733e-03	3.5943455396342948e-03	3.5702224152072189e-03	3.8532670751515744e-02	1.9587977034785550e-01
6.4422447094149379e+02	3.0439712237637112e+05	6.2614486021811779e-04	1.7314050981699792e-02	1.1310930863437914e-03	4.6520038846399750e-03	1.1192401671668818e-03	4.2558949687340557e-04	2.4161597025974454e-06	7.7984755871848529e-07	2.6226478974642284e-06	2.4334046699456604e-06	5.9303824867485851e-05	4.3329533622605126e-05	2.5982213321930628e-06	4.9317328164412449e-05	1.7823116265408407e-04	1.5558343987557666e-05	4.9033177767668949e-05	5.2488289027821231e-05	3.1253342797670560e-05	2.6241994293635487e-04	7.3159261604817199e-04	1.2134132217273151e-03	1.8401230185414743e-03	2.0249751588524547e-03	2.6816957994293669e-03	3.3277006905778179e-03	3.7221318483198788e-03	4.2958443617740379e-03	4.0575348640819690e-03	4.4896220361517417e-03	5.2162987659533679e-03	5.3624337892212411e-03	5.3361587946901918e-03	9.1462173302269637e-03	1.0136312795256749e-02	1.1907721641593826e-02	1.5179786682990483e-02	1.9257710030015848e-02	2.2319918401547893e-02	2.8846393358570342e-02	3.6824347891568958e-02	4.8293595701803881e-02	7.0695399185917374e-01	3.8754767479871652e-02	8.1793473890738350e-02	4.1209533458773590e-01	6.5236969492288646e-02	4.3051736060854606e-02	8.0410414756919331e-05	2.4123124427075799e-05	6.4328331805535479e-05	5.6287290329843532e-05	1.0372943503642593e-03	6.7544748395812241e-04	4.0205207378459666e-05	7.0761164986089017e-04	2.0504655763014432e-03	1.7690291246522254e-04	4.3421623968736443e-04	4.5833936411444020e-04	2.5731332722214191e-04	3.5139351248773742e-03	7.5585789871504177e-03	9.6974960196844710e-03	1.1458484102861006e-02	1.0565928499059201e-02	1.0187999549701680e-02	1.0935816406941029e-02	9.8663578906740025e-03	9.8181116418198516e-03	7.8641385632267115e-03	7.5585789871504168e-03	7.6068252360045685e-03	6.7544748395812239e-03	5.7895498624981915e-03	5.4116209131406714e-03	4.9854457149289986e-03	4.5110242678631750e-03	4.3984496872034873e-03	4.1974236503111891e-03	3.7873305350509005e-03	3.7149611617696733e-03	3.5943455396342948e-03	3.5702224152072185e-03	3.8532670751515744e-02	1.9587977034785550e-01
6.5089259316492542e+02	3.6456998287102103e+05	6.2674154495955382e-04	1.4571643307358098e-02	1.3669682512552107e-03	5.6695945304425328e-03	1.3479159881719339e-03	5.1981618532517663e-04	2.8656318261543287e-06	9.2277019861619135e-07	3.0859678898662285e-06	2.8555369764730678e-06	6.9034733979476119e-05	5.0419533329471135e-05	3.0197904335052139e-06	5.7231132797872316e-05	2.0563842803844029e-04	1.7924781538249685e-05	5.6089989757772727e-05	5.9989613993407364e-05	3.5675042318377128e-05	3.0310875511639304e-04	8.3856843387332511e-04	1.3804677041016750e-03	2.0776421390498352e-03	2.2745797596938171e-03	2.9840168802129519e-03	3.6873812086561340e-03	4.1015386286159814e-03	4.7144496812207299e-03	4.4330192440605407e-03	4.8883100258483841e-03	5.6599017380171380e-03	5.7982136683690805e-03	5.7496096229143452e-03	9.6907433416385125e-03	1.0582246877977753e-02	1.2336434998425745e-02	1.5611555884542183e-02	1.9642985185332532e-02	2.2611010962171271e-02	2.9006487963803517e-02	3.6752801802316111e-02	4.7837273684670084e-02	6.9457449823066753e-01	4.2994105670431972e-02	8.1793473890738350e-02	4.1209533458773590e-01	6.5236969492288646e-02	4.3051736060854606e-02	8.0410414756919331e-05	2.4123124427075799e-05	6.4328331805535479e-05	5.6287290329843532e-05	1.0372943503642593e-03	6.7544748395812241e-04	4.0205207378459666e-05	7.0761164986089017e-04	2.0504655763014432e-03	1.7690291246522257e-04	4.3421623968736443e-04	4.5833936411444020e-04	2.5731332722214191e-04	3.5139351248773746e-03	7.5585789871504177e-03	9.6974960196844710e-03	1.1458484102861004e-02	1.0565928499059201e-02	1.0187999549701680e-02	1.0935816406941029e-02	9.8663578906740025e-03	9.8181116418198516e-03	7.8641385632267115e-03	7.5585789871504168e-03	7.6068252360045677e-03	6.7544748395812239e-03	5.7895498624981915e-03	5.4116209131406714e-03	4.9854457149289986e-03	4.5110242678631750e-03	4.3984496872034873e-03	4.1974236503111891e-03	3.7873305350509009e-03	3.7149611617696733e-03	3.5943455396342944e-03	3.5702224152072189e-03	3.8532670751515744e-02	1.9587977034785550e-01
6.5760483646738385e+02	4.3601824569456751e+05	6.2717259934822421e-04	1.2276964160633896e-02	1.6520306145767407e-03	6.9091020867465972e-03	1.6230008886917297e-03	6.3490492249246885e-04	3.3974770314098706e-06	1.0914856471142050e-06	3.6294256215316445e-06	3.3494306977786443e-06	8.0321725715338293e-05	5.8630836930518865e-05	3.5076613788533545e-06	6.6371213341054924e-05	2.3708393445080419e-04	2.0637198920683801e-05	6.4115004299674730e-05	6.8513641147067701e-05	4.0691798608596829e-05	3.4990849398872450e-04	9.6059112968852262e-04	1.5694547836610114e-03	2.3441252023679174e-03	2.5529989406815573e-03	3.3176507953485801e-03	4.0824047802921681e-03	4.5153090592649657e-03	5.1686667453231328e-03	4.8381341916506459e-03	5.3164077410648471e-03	6.1338601801808430e-03	6.2613961054089123e-03	6.1866680199065783e-03	1.0250945975624719e-02	1.1036235975462048e-02	1.2766483569885889e-02	1.6036432182813944e-02	2.0010616815260875e-02	2.2874932366236445e-02	2.9125053128085492e-02	3.6624361838635863e-02	4.7307037580012354e-02	6.8120948831213268e-01	4.7690456740723315e-02	8.1793473890738350e-02	4.1209533458773590e-01	6.5236969492288646e-02	4.3051736060854606e-02	8.0410414756919331e-05	2.4123124427075799e-05	6.4328331805535479e-05	5.6287290329843532e-05	1.0372943503642593e-03	6.7544748395812241e-04	4.0205207378459666e-05	7.0761164986089017e-04	2.0504655763014432e-03	1.7690291246522254e-04	4.3421623968736438e-04	4.5833936411444020e-04	2.5731332722214191e-04	3.5139351248773746e-03	7.5585789871504177e-03	9.6974960196844710e-03	1.1458484102861006e-02	1.0565928499059201e-02	1.0187999549701680e-02	1.0935816406941029e-02	9.8663578906740025e-03	9.8181116418198516e-03	7.8641385632267115e-03	7.5585789871504185e-03	7.6068252360045685e-03	6.7544748395812239e-03	5.7895498624981915e-03	5.4116209131406714e-03	4.9854457149289986e-03	4.5110242678631750e-03	4.3984496872034873e-03	4.1974236503111891e-03	3.7873305350509001e-03	3.7149611617696733e-03	3.5943455396342939e-03	3.5702224152072185e-03	3.8532670751515744e-02	1.9587977034785550e-01
6.6434082633461162e+02	5.2069840018608124e+05	6.2739431342884807e-04	1.0354915232781628e-02	1.9965348977800047e-03	8.4187124092520924e-03	1.9538118480817847e-03	7.7547462350177046e-04	4.0263976359377511e-06	1.2905221467293331e-06	4.2663564895189080e-06	3.9268309445263622e-06	9.3401339399485806e-05	6.8129481307154516e-05	4.0716543102111551e-06	7.6915009247425991e-05	2.7311279815814016e-04	2.3742242934685793e-05	7.3227987223280699e-05	7.8186173630645885e-05	4.6375350138601255e-05	4.0367832099170927e-04	1.0996046172743867e-03	1.7829523980811793e-03	2.6426352016864995e-03	2.8630282269811666e-03	3.6851107627951410e-03	4.5153292825232264e-03	4.9654688386682353e-03	5.6602417905374522e-03	5.2739742279426854e-03	5.7746521547678764e-03	6.6385191410379034e-03	6.7518506983337600e-03	6.6467611295387219e-03	1.0823572232300464e-02	1.1495926047004400e-02	1.3194854054616376e-02	1.6450396888765713e-02	2.0355662617710768e-02	2.3106218475124292e-02	2.9195597555030324e-02	3.6431704716293339e-02	4.6694728589232008e-02	6.6676231765310512e-01	5.2890008457475650e-02	8.1793473890738350e-02	4.1209533458773590e-01	6.5236969492288646e-02	4.3051736060854606e-02	8.0410414756919331e-05	2.4123124427075799e-05	6.4328331805535479e-05	5.6287290329843532e-05	1.0372943503642593e-03	6.7544748395812241e-04	4.0205207378459666e-05	7.0761164986089017e-04	2.0504655763014432e-03	1.7690291246522254e-04	4.3421623968736443e-04	4.5833936411444025e-04	2.5731332722214191e-04	3.5139351248773746e-03	7.5585789871504177e-03	9.6974960196844710e-03	1.1458484102861006e-02	1.0565928499059201e-02	1.0187999549701680e-02	1.0935816406941029e-02	9.8663578906740025e-03	9.8181116418198516e-03	7.8641385632267115e-03	7.5585789871504177e-03	7.6068252360045685e-03	6.7544748395812239e-03	5.7895498624981915e-03	5.4116209131406714e-03	4.9854457149289986e-03	4.5110242678631750e-03	4.3984496872034873e-03	4.1974236503111891e-03	3.7873305350509009e-03	3.7149611617696733e-03	3.5943455396342944e-03	3.5702224152072189e-03	3.8532670751515744e-02	1.9587977034785550e-01
